,Customer ID,City Code,Accomodation Ownership,Age,Married_Insured,Plan Code,Policy Duration,Policy Type,Policy Category,Premium Amount,Response,customer_lifetime,isLoyal,premium_lifetime,purchase_frequency,prodScore,premium_LTYes,premium_LTNo,numProdTried,impression
12,72963,C1,Owned,75,2,X2,9.0,4,18,49011.0,0,0,0,49011.0,1,{'X2': -1.5},0.0,49011.0,1,-1.5
13,76482,C1,Owned,75,2,X2,4.0,2,17,29452.0,0,45,1,131899.0,4,"{'X2': -3.5, 'X1': 1.5}",34307.0,97592.0,2,-2.0
14,73904,C5,Owned,75,2,X3,14+,2,1,21349.0,0,26,1,89169.0,3,"{'X3': -1.5, 'X2': -1.5, 'X4': 1.5}",39318.0,49851.0,3,-1.5
15,87387,C1,Owned,75,2,X1,14+,3,20,24196.0,0,44,1,87092.0,3,"{'X1': -1.5, 'X2': 1.5, 'X3': -1.5}",40996.0,46096.0,3,-1.5
16,87818,C20,Owned,75,2,X3,7.0,3,22,24286.0,1,5,1,98135.0,3,"{'X3': 1.5, 'X1': 0.5}",56167.0,41968.0,2,2.0
17,70053,C1,Owned,75,2,X1,6.0,1,19,28548.0,0,0,0,28548.0,1,{'X1': -1.5},0.0,28548.0,1,-1.5
18,82569,C24,Owned,75,2,X1,4.0,1,22,19085.0,1,30,1,63117.0,3,"{'X1': 1.5, 'X2': -1.5, 'X4': -1.5}",19085.0,44032.0,3,-1.5
19,80235,C4,Owned,75,2,X4,3.0,3,1,24683.0,0,30,1,76309.0,4,"{'X4': -1.5, 'X1': 1.5, 'X3': -1.5, 'X2': -1.5}",15774.0,60535.0,4,-3.0
20,74570,C1,Owned,75,2,X3,2.0,3,18,20988.0,1,37,1,51909.0,3,"{'X3': 1.5, 'X1': -1.5, 'X2': -1.5}",20988.0,30921.0,3,-1.5
21,89919,C10,Rented,75,2,X1,10.0,4,22,11252.0,1,27,1,55594.0,2,"{'X1': 1.5, 'X2': -1.5}",11252.0,44342.0,2,0.0
22,76633,C1,Owned,75,2,X6,3.0,4,22,13415.0,1,4,1,59352.0,2,"{'X6': 1.5, 'X3': 1.5}",59352.0,0.0,2,3.0
23,88239,C3,Rented,75,2,X1,14+,3,18,20110.0,0,53,1,132059.0,4,"{'X1': -0.5, 'X2': -1.5, 'X3': -1.5}",35708.0,96351.0,3,-3.5
24,77426,C8,Owned,75,2,X6,9.0,3,14,38692.0,1,27,1,146400.0,4,"{'X6': 1.5, 'X1': 2.5, 'X5': -1.5}",108954.0,37446.0,3,2.5
25,76273,C24,Owned,75,2,X6,1.0,3,15,44407.0,1,50,1,133513.0,4,"{'X6': 1.5, 'X9': -1.5, 'X4': -1.5, 'X3': -1.5}",44407.0,89106.0,4,-3.0
26,86980,C2,Owned,75,2,X1,4.0,4,17,48071.0,1,48,1,92610.0,3,"{'X1': 1.5, 'X5': -1.5, 'X3': 1.5}",74333.0,18277.0,3,1.5
27,78211,C3,Owned,75,2,X3,6.0,1,12,21152.0,0,9,1,48649.0,2,"{'X3': -1.5, 'X1': 1.5}",27497.0,21152.0,2,0.0
28,74752,C9,Rented,75,2,X1,3.0,3,6,32029.0,0,3,1,70923.0,2,{'X1': -2.5},0.0,70923.0,1,-2.5
29,83467,C8,Owned,75,2,X1,8.0,3,18,15240.0,1,0,0,15240.0,1,{'X1': 1.5},15240.0,0.0,1,1.5
30,78833,C7,Owned,75,2,X3,2.0,2,20,17322.0,1,50,1,81295.0,3,"{'X3': 1.5, 'X1': -1.5, 'X5': -1.5}",17322.0,63973.0,3,-1.5
31,85742,C1,Owned,75,2,X1,1.0,4,12,40171.0,1,50,1,102942.0,3,"{'X1': 1.5, 'X4': -1.5, 'X3': 1.5}",85949.0,16993.0,3,1.5
32,84506,C4,Owned,75,2,X1,1.0,3,8,22947.0,1,0,0,70423.0,2,{'X1': 0.5},22947.0,47476.0,1,0.5
33,86484,C1,Owned,75,2,X1,2.0,3,12,28539.0,0,0,0,28539.0,1,{'X1': -1.5},0.0,28539.0,1,-1.5
34,73271,C21,Owned,75,2,X4,14+,3,21,22784.0,1,53,1,52536.0,2,{'X4': 2.5},52536.0,0.0,1,2.5
35,71927,C1,Owned,75,2,X1,14.0,2,19,33683.0,0,42,1,96075.0,3,"{'X1': -0.5, 'X4': 1.5}",62392.0,33683.0,2,1.0
36,77616,C2,Owned,75,2,X5,6.0,4,22,24374.0,1,53,1,167379.0,6,"{'X5': 0.5, 'X3': -1.5, 'X6': 1.5, 'X1': 2.5}",104894.0,62485.0,4,3.0
37,74322,C1,Owned,75,2,X6,7.0,1,16,22614.0,0,9,1,43103.0,2,"{'X6': -1.5, 'X4': 1.5}",20489.0,22614.0,2,0.0
38,86293,C1,Owned,75,2,X6,7.0,1,12,13728.0,1,14,1,62599.0,2,"{'X6': 1.5, 'X5': -1.5}",13728.0,48871.0,2,0.0
39,77186,C19,Owned,75,2,X3,9.0,1,1,24841.0,0,51,1,64923.0,3,"{'X3': -1.5, 'X1': 1.5, 'X2': -1.5}",19446.0,45477.0,3,-1.5
40,78822,C7,Owned,75,2,X2,14+,1,19,31846.0,0,28,1,113898.0,3,"{'X2': -1.5, 'X4': -2.5}",0.0,113898.0,2,-4.0
41,88619,C1,Owned,75,2,X3,9.0,3,18,48126.0,1,48,1,65503.0,2,"{'X3': 1.5, 'X1': 1.5}",65503.0,0.0,2,3.0
42,70835,C2,Owned,75,2,X1,1.0,3,15,14644.0,1,56,1,132587.0,5,"{'X1': 1.5, 'X4': -1.5, 'X2': -2.5, 'X9': -1.5}",14644.0,117943.0,4,-4.0
43,71874,C2,Owned,75,2,X6,14.0,3,16,34330.0,0,50,1,55007.0,2,"{'X6': -1.5, 'X3': -1.5}",0.0,55007.0,2,-3.0
44,85879,C1,Owned,75,2,X1,14+,3,22,29605.0,1,44,1,79173.0,3,"{'X1': 1.5, 'X4': -1.5, 'X3': 1.5}",64494.0,14679.0,3,1.5
45,83384,C1,Owned,75,2,X2,11.0,3,18,20337.0,0,53,1,152670.0,6,"{'X2': -2.5, 'X1': 2.5, 'X4': -1.5, 'X3': 1.5}",73507.0,79163.0,4,0.0
46,79587,C2,Owned,75,2,X5,2.0,3,3,19348.0,0,0,0,52227.0,2,"{'X5': -1.5, 'X1': 1.5}",32879.0,19348.0,2,0.0
47,80576,C7,Owned,75,2,X4,14+,2,21,20577.0,0,46,1,81693.0,3,"{'X4': -1.5, 'X2': -1.5, 'X1': -1.5}",0.0,81693.0,3,-4.5
48,72944,C1,Owned,75,2,X4,7.0,4,17,46419.0,1,0,0,46419.0,1,{'X4': 1.5},46419.0,0.0,1,1.5
49,85318,C1,Owned,75,2,X4,4.0,3,16,20566.0,0,0,0,20566.0,1,{'X4': -1.5},0.0,20566.0,1,-1.5
50,79362,C6,Owned,75,2,X1,7.0,3,15,32671.0,0,48,1,88255.0,3,"{'X1': -1.5, 'X4': 1.5, 'X2': -1.5}",19973.0,68282.0,3,-1.5
51,78903,C15,Owned,75,2,X1,5.0,2,22,15946.0,0,48,1,86467.0,3,"{'X1': -2.5, 'X4': -1.5}",0.0,86467.0,2,-4.0
52,87988,C2,Owned,75,2,X1,3.0,3,21,23978.0,0,37,1,118710.0,4,"{'X1': -0.5, 'X3': -1.5, 'X5': -1.5}",46687.0,72023.0,3,-3.5
53,89293,C17,Owned,75,2,X1,14+,1,19,46420.0,0,33,1,65542.0,2,"{'X1': -1.5, 'X2': -1.5}",0.0,65542.0,2,-3.0
54,89883,C9,Owned,75,2,X6,5.0,4,21,47008.0,0,41,1,114529.0,3,"{'X6': -1.5, 'X2': -2.5}",0.0,114529.0,2,-4.0
55,72675,C2,Owned,75,2,X1,6.0,2,18,47077.0,0,54,1,94601.0,3,{'X1': -3.5},0.0,94601.0,1,-3.5
56,71847,C5,Owned,75,2,X4,8.0,3,1,16022.0,0,52,1,30513.0,2,"{'X4': -1.5, 'X1': -1.5}",0.0,30513.0,2,-3.0
57,79097,C2,Owned,75,2,X1,1.0,4,11,44593.0,0,17,1,74733.0,2,"{'X1': -1.5, 'X8': -1.5}",0.0,74733.0,2,-3.0
58,73261,C23,Rented,75,2,X3,3.0,1,18,36089.0,1,39,1,111939.0,3,"{'X3': 1.5, 'X7': 1.5, 'X1': 1.5}",111939.0,0.0,3,4.5
59,84576,C19,Owned,75,2,X1,14+,1,19,41484.0,0,53,1,112779.0,3,"{'X1': -0.5, 'X2': 1.5}",71295.0,41484.0,2,1.0
60,85966,C1,Owned,75,2,X4,2.0,3,8,38234.0,0,20,1,125190.0,4,"{'X4': -2.5, 'X1': -1.5, 'X3': 1.5}",24101.0,101089.0,3,-2.5
61,78576,C20,Owned,75,2,X3,2.0,3,21,39751.0,0,59,1,162356.0,6,"{'X3': -3.5, 'X1': -0.5, 'X2': 1.5}",74659.0,87697.0,3,-2.5
62,87656,C10,Owned,75,2,X1,14+,3,21,22006.0,0,26,1,77542.0,3,{'X1': -1.5},11810.0,65732.0,1,-1.5
63,85739,C16,Owned,75,2,X1,1.0,4,16,35940.0,0,58,1,211889.0,7,"{'X1': -1.5, 'X3': 1.5, 'X2': -1.5}",94091.0,117798.0,3,-1.5
64,74627,C21,Owned,75,2,X4,3.0,3,6,45057.0,1,0,0,45057.0,1,{'X4': 1.5},45057.0,0.0,1,1.5
65,86339,C3,Owned,75,2,X2,5.0,3,5,49908.0,1,5,1,96389.0,2,{'X2': 0.5},49908.0,46481.0,1,0.5
66,75363,C10,Owned,75,2,X3,3.0,1,18,31340.0,0,16,1,53873.0,2,"{'X3': -1.5, 'X1': 1.5}",22533.0,31340.0,2,0.0
67,70542,C2,Rented,75,2,X6,1.0,3,20,47541.0,1,57,1,89097.0,3,"{'X6': 1.5, 'X4': -1.5, 'X3': -1.5}",47541.0,41556.0,3,-1.5
68,71772,C4,Rented,75,2,X3,1.0,3,2,26384.0,0,49,1,100181.0,3,"{'X3': -2.5, 'X4': -1.5}",0.0,100181.0,2,-4.0
69,84246,C3,Owned,75,2,X1,1.0,1,16,11599.0,0,53,1,48666.0,3,"{'X1': -1.5, 'X2': -1.5, 'X4': 1.5}",21712.0,26954.0,3,-1.5
70,88590,C16,Rented,75,2,X2,1.0,3,20,26789.0,1,0,0,26789.0,1,{'X2': 1.5},26789.0,0.0,1,1.5
71,85788,C2,Owned,75,2,X1,5.0,3,3,25536.0,0,0,0,25536.0,1,{'X1': -1.5},0.0,25536.0,1,-1.5
72,86087,C13,Rented,75,2,X1,5.0,3,14,25596.0,1,50,1,135331.0,4,"{'X1': 2.5, 'X2': -1.5, 'X5': -1.5}",57702.0,77629.0,3,-0.5
73,74187,C9,Owned,75,2,X2,1.0,3,5,14225.0,1,32,1,27963.0,2,"{'X2': 1.5, 'X6': -1.5}",14225.0,13738.0,2,0.0
74,77432,C7,Owned,75,2,X3,14+,2,13,12600.0,0,56,1,111117.0,4,"{'X3': -1.5, 'X5': 1.5, 'X6': -1.5, 'X1': 1.5}",63558.0,47559.0,4,0.0
75,82014,C2,Owned,75,2,X4,3.0,4,3,35482.0,0,0,0,35482.0,1,{'X4': -1.5},0.0,35482.0,1,-1.5
76,81541,C20,Owned,75,2,X4,3.0,4,18,41988.0,0,0,0,41988.0,1,{'X4': -1.5},0.0,41988.0,1,-1.5
77,83589,C1,Rented,75,2,X2,1.0,3,19,36243.0,1,52,1,85558.0,2,{'X2': 0.5},36243.0,49315.0,1,0.5
78,79092,C7,Owned,75,2,X1,14+,4,22,12498.0,0,16,1,53125.0,2,"{'X1': -1.5, 'X2': 1.5}",40627.0,12498.0,2,0.0
79,87909,C2,Owned,75,2,X1,3.0,4,22,26109.0,1,18,1,75745.0,2,"{'X1': 1.5, 'X2': -1.5}",26109.0,49636.0,2,0.0
80,82610,C1,Owned,75,2,X6,14+,3,22,25748.0,0,0,0,25748.0,1,{'X6': -1.5},0.0,25748.0,1,-1.5
81,85459,C9,Rented,75,2,X1,14+,4,17,40545.0,0,32,1,126857.0,3,"{'X1': -1.5, 'X3': 1.5, 'X2': -1.5}",41209.0,85648.0,3,-1.5
82,71188,C3,Owned,75,2,X3,14+,2,17,17516.0,1,0,0,17516.0,1,{'X3': 1.5},17516.0,0.0,1,1.5
83,85398,C9,Owned,75,2,X3,6.0,3,14,16946.0,1,43,1,94053.0,3,"{'X3': 0.5, 'X1': -1.5}",16946.0,77107.0,2,-1.0
84,89022,C18,Rented,75,2,X2,1.0,3,1,21820.0,1,26,1,62754.0,3,"{'X2': 1.5, 'X1': 1.5, 'X3': -1.5}",35773.0,26981.0,3,1.5
85,84432,C16,Owned,75,2,X1,3.0,3,1,22025.0,0,0,0,22025.0,1,{'X1': -1.5},0.0,22025.0,1,-1.5
86,73913,C1,Owned,75,2,X2,5.0,4,15,30837.0,1,0,0,30837.0,1,{'X2': 1.5},30837.0,0.0,1,1.5
87,88164,C4,Owned,75,2,X2,7.0,3,15,46803.0,1,0,0,46803.0,1,{'X2': 1.5},46803.0,0.0,1,1.5
88,71644,C2,Owned,75,2,X2,8.0,3,18,49676.0,0,3,1,71201.0,2,"{'X2': -1.5, 'X4': 1.5}",21525.0,49676.0,2,0.0
89,89419,C12,Owned,75,2,X1,14+,3,16,25205.0,0,50,1,112962.0,3,"{'X1': -2.5, 'X4': -1.5}",0.0,112962.0,2,-4.0
90,86859,C2,Rented,75,2,X1,1.0,3,22,24835.0,0,0,0,66290.0,2,{'X1': -2.5},0.0,66290.0,1,-2.5
91,74172,C2,Owned,75,2,X3,6.0,3,15,10360.0,0,46,1,70897.0,4,"{'X3': -1.5, 'X2': -1.5, 'X4': -1.5, 'X6': 1.5}",18744.0,52153.0,4,-3.0
92,75539,C2,Owned,75,2,X1,14+,3,15,19777.0,1,52,1,55851.0,2,"{'X1': 1.5, 'X2': 1.5}",55851.0,0.0,2,3.0
93,79460,C1,Owned,75,2,X1,5.0,2,20,27766.0,0,41,1,111829.0,4,"{'X1': -2.5, 'X2': 1.5, 'X4': -1.5}",29311.0,82518.0,3,-2.5
94,76657,C2,Rented,75,2,X2,7.0,2,13,23491.0,1,48,1,62679.0,3,"{'X2': 1.5, 'X3': -1.5, 'X1': -1.5}",23491.0,39188.0,3,-1.5
95,73514,C2,Owned,75,2,X1,14+,4,22,40643.0,1,46,1,112032.0,3,"{'X1': 0.5, 'X3': 1.5}",69556.0,42476.0,2,2.0
96,89249,C13,Owned,75,2,X1,14+,3,20,13256.0,0,50,1,109746.0,4,"{'X1': -1.5, 'X2': 1.5}",84378.0,25368.0,2,0.0
97,70387,C17,Owned,75,2,X1,12.0,3,19,38790.0,0,28,1,79335.0,3,"{'X1': -1.5, 'X3': 1.5, 'X4': -1.5}",14013.0,65322.0,3,-1.5
98,82227,C14,Rented,75,2,X3,1.0,1,9,17752.0,0,54,1,86401.0,3,"{'X3': -1.5, 'X2': -1.5, 'X1': -1.5}",0.0,86401.0,3,-4.5
99,78388,C15,Owned,75,2,X4,9.0,2,19,34366.0,0,53,1,175640.0,5,"{'X4': -2.5, 'X1': -0.5, 'X3': -1.5}",28690.0,146950.0,3,-4.5
100,81110,C22,Owned,75,2,X2,5.0,4,22,36818.0,1,50,1,120916.0,5,"{'X2': 2.5, 'X1': -2.5, 'X3': -1.5}",54019.0,66897.0,3,-1.5
101,74910,C1,Owned,75,2,X2,1.0,3,18,48013.0,1,47,1,137695.0,4,"{'X2': 1.5, 'X3': 2.5, 'X1': -1.5}",88757.0,48938.0,3,2.5
102,84388,C14,Rented,75,2,X1,5.0,2,5,18050.0,0,0,0,18050.0,1,{'X1': -1.5},0.0,18050.0,1,-1.5
103,70917,C1,Rented,75,2,X2,10.0,3,21,29603.0,0,56,1,73356.0,2,{'X2': -0.5},43753.0,29603.0,1,-0.5
104,78650,C7,Owned,75,2,X1,5.0,4,14,31916.0,1,0,0,31916.0,1,{'X1': 1.5},31916.0,0.0,1,1.5
105,81789,C1,Rented,75,2,X3,6.0,3,22,42878.0,0,47,1,115462.0,3,"{'X3': -0.5, 'X2': -1.5}",38250.0,77212.0,2,-2.0
106,82024,C24,Rented,75,2,X1,14+,1,19,10357.0,1,45,1,33901.0,2,"{'X1': 1.5, 'X3': -1.5}",10357.0,23544.0,2,0.0
107,77697,C20,Rented,75,2,X4,3.0,3,22,15395.0,0,51,1,44738.0,3,"{'X4': -2.5, 'X1': 1.5}",18822.0,25916.0,2,-1.0
108,70274,C3,Owned,75,2,X2,7.0,3,13,16321.0,0,54,1,54292.0,3,"{'X2': -2.5, 'X4': -1.5}",0.0,54292.0,2,-4.0
109,83089,C11,Owned,75,2,X1,4.0,2,20,33639.0,1,49,1,100304.0,3,"{'X1': 1.5, 'X4': 1.5, 'X3': 1.5}",100304.0,0.0,3,4.5
110,82532,C2,Owned,75,2,X2,14+,3,3,41805.0,0,18,1,107041.0,3,"{'X2': -1.5, 'X1': -2.5}",0.0,107041.0,2,-4.0
111,80964,C3,Owned,75,2,X2,1.0,4,20,34490.0,0,52,1,88952.0,3,"{'X2': -0.5, 'X4': -1.5}",24137.0,64815.0,2,-2.0
112,77546,C32,Owned,75,2,X4,5.0,3,18,41716.0,0,41,1,63198.0,2,{'X4': -0.5},21482.0,41716.0,1,-0.5
113,82645,C1,Rented,75,2,X3,14.0,1,16,48210.0,1,0,0,48210.0,1,{'X3': 1.5},48210.0,0.0,1,1.5
114,70943,C8,Rented,75,2,X2,2.0,2,21,25561.0,0,46,1,73661.0,2,"{'X2': -1.5, 'X1': -1.5}",0.0,73661.0,2,-3.0
115,82009,C2,Owned,75,2,X2,5.0,1,15,26073.0,0,57,1,183406.0,6,"{'X2': -2.5, 'X4': 0.5, 'X3': -1.5}",67751.0,115655.0,3,-3.5
116,85090,C2,Rented,75,2,X1,2.0,3,22,10997.0,0,19,1,102096.0,3,"{'X1': -0.5, 'X3': 1.5}",91099.0,10997.0,2,1.0
117,88653,C1,Owned,75,2,X4,5.0,3,18,15743.0,1,41,1,101633.0,3,"{'X4': 1.5, 'X2': 1.5, 'X3': -1.5}",54844.0,46789.0,3,1.5
118,71316,C3,Owned,75,2,X1,3.0,3,2,48368.0,0,0,0,70457.0,2,{'X1': -2.5},0.0,70457.0,1,-2.5
119,84605,C25,Owned,75,2,X2,14+,3,1,35436.0,0,47,1,185678.0,5,"{'X2': -1.5, 'X3': -0.5, 'X1': -1.5, 'X4': -1.5}",39074.0,146604.0,4,-5.0
120,83593,C1,Owned,75,2,X1,3.0,3,14,26229.0,0,50,1,49684.0,2,{'X1': -2.5},0.0,49684.0,1,-2.5
121,89402,C1,Rented,75,2,X1,12.0,2,20,44187.0,0,0,0,44187.0,1,{'X1': -1.5},0.0,44187.0,1,-1.5
122,73729,C2,Rented,75,2,X1,2.0,2,12,46078.0,0,0,0,46078.0,1,{'X1': -1.5},0.0,46078.0,1,-1.5
123,75310,C1,Owned,75,2,X1,9.0,1,16,15051.0,1,22,1,61909.0,3,{'X1': 3.5},61909.0,0.0,1,3.5
124,73541,C15,Owned,75,2,X1,14+,1,12,28704.0,0,36,1,71548.0,3,"{'X1': -0.5, 'X4': -1.5}",32506.0,39042.0,2,-2.0
125,84332,C2,Owned,75,2,X3,7.0,3,22,33840.0,1,41,1,110883.0,3,"{'X3': 1.5, 'X1': 2.5}",110883.0,0.0,2,4.0
126,82356,C1,Owned,75,2,X1,14+,2,14,16872.0,0,8,1,107416.0,3,"{'X1': -1.5, 'X5': -1.5, 'X3': -1.5}",0.0,107416.0,3,-4.5
127,74847,C1,Owned,75,2,X1,7.0,1,19,21424.0,0,40,1,66600.0,2,"{'X1': -1.5, 'X3': -1.5}",0.0,66600.0,2,-3.0
128,79999,C14,Rented,75,2,X1,1.0,3,15,39992.0,1,51,1,153704.0,4,"{'X1': 0.5, 'X2': -1.5, 'X4': 1.5}",69291.0,84413.0,3,0.5
129,78329,C2,Owned,75,2,X4,14+,4,22,14905.0,1,44,1,120086.0,4,"{'X4': 1.5, 'X1': 1.5, 'X3': 1.5, 'X5': -1.5}",80631.0,39455.0,4,3.0
130,79643,C3,Owned,75,2,X3,14+,3,18,31252.0,0,50,1,108919.0,5,"{'X3': -0.5, 'X1': -2.5, 'X2': 1.5}",49777.0,59142.0,3,-1.5
131,88989,C3,Rented,75,2,X1,12.0,4,22,36307.0,1,46,1,47468.0,2,"{'X1': 1.5, 'X6': -1.5}",36307.0,11161.0,2,0.0
132,76842,C1,Rented,75,2,X1,1.0,3,21,31437.0,1,0,0,31437.0,1,{'X1': 1.5},31437.0,0.0,1,1.5
133,73071,C12,Owned,75,2,X2,2.0,1,16,39065.0,0,37,1,97734.0,3,"{'X2': -2.5, 'X1': -1.5}",0.0,97734.0,2,-4.0
134,80291,C33,Owned,75,2,X2,11.0,3,21,30640.0,0,0,0,30640.0,1,{'X2': -1.5},0.0,30640.0,1,-1.5
135,88058,C21,Owned,75,2,X2,2.0,3,13,30143.0,0,0,0,30143.0,1,{'X2': -1.5},0.0,30143.0,1,-1.5
136,84451,C1,Owned,75,2,X4,1.0,3,21,38341.0,1,41,1,56507.0,2,"{'X4': 1.5, 'X5': -1.5}",38341.0,18166.0,2,0.0
137,81431,C13,Owned,75,2,X1,1.0,2,17,33250.0,1,39,1,73923.0,2,"{'X1': 1.5, 'X2': -1.5}",33250.0,40673.0,2,0.0
138,70347,C11,Owned,75,2,X4,9.0,4,17,46533.0,1,39,1,139425.0,4,"{'X4': 1.5, 'X1': 0.5, 'X2': 1.5}",119321.0,20104.0,3,3.5
139,74063,C4,Owned,75,2,X3,6.0,3,7,41993.0,0,48,1,91941.0,3,"{'X3': -1.5, 'X1': 1.5, 'X2': 1.5}",49948.0,41993.0,3,1.5
140,80399,C2,Owned,75,2,X1,14+,3,3,16846.0,0,37,1,39566.0,2,"{'X1': -1.5, 'X4': -1.5}",0.0,39566.0,2,-3.0
141,81745,C1,Owned,75,2,X1,3.0,2,20,27499.0,1,15,1,42504.0,2,{'X1': 0.5},27499.0,15005.0,1,0.5
142,73656,C1,Rented,75,2,X1,11.0,1,16,26429.0,1,0,0,26429.0,1,{'X1': 1.5},26429.0,0.0,1,1.5
143,84150,C2,Owned,75,2,X2,7.0,3,18,12001.0,0,53,1,26869.0,2,{'X2': -0.5},14868.0,12001.0,1,-0.5
144,79024,C1,Owned,75,2,X1,14+,2,17,11809.0,1,25,1,65091.0,3,{'X1': -0.5},11809.0,53282.0,1,-0.5
145,83321,C1,Owned,75,2,X1,6.0,2,17,37081.0,1,51,1,68005.0,2,{'X1': 0.5},37081.0,30924.0,1,0.5
146,89187,C1,Owned,75,2,X2,12.0,3,5,18523.0,0,0,0,18523.0,1,{'X2': -1.5},0.0,18523.0,1,-1.5
147,77118,C1,Owned,75,2,X1,14+,1,18,20811.0,0,16,1,46544.0,2,"{'X1': -1.5, 'X3': -1.5}",0.0,46544.0,2,-3.0
148,71305,C2,Owned,75,2,X5,9.0,3,18,16377.0,1,0,0,16377.0,1,{'X5': 1.5},16377.0,0.0,1,1.5
149,87428,C1,Owned,75,2,X1,14.0,3,19,47069.0,0,3,1,78837.0,2,{'X1': -0.5},31768.0,47069.0,1,-0.5
150,89618,C4,Rented,75,2,X4,1.0,3,22,24720.0,1,23,1,45966.0,2,{'X4': 0.5},24720.0,21246.0,1,0.5
151,75135,C17,Owned,75,2,X1,9.0,3,22,45264.0,0,0,0,45264.0,1,{'X1': -1.5},0.0,45264.0,1,-1.5
152,74817,C10,Owned,75,2,X1,3.0,2,21,17994.0,0,25,1,76691.0,3,"{'X1': -2.5, 'X2': 1.5}",48318.0,28373.0,2,-1.0
153,76656,C4,Owned,75,2,X3,2.0,3,22,36872.0,1,19,1,84776.0,2,{'X3': 2.5},84776.0,0.0,1,2.5
154,80749,C1,Owned,75,2,X2,11.0,3,20,35439.0,0,45,1,122324.0,4,"{'X2': -1.5, 'X5': -1.5, 'X3': -2.5}",0.0,122324.0,3,-5.5
155,79422,C2,Owned,75,2,X1,1.0,3,22,26072.0,0,38,1,64621.0,3,"{'X1': -1.5, 'X5': -1.5, 'X2': -1.5}",0.0,64621.0,3,-4.5
156,85712,C1,Rented,75,2,X1,14+,1,19,33416.0,0,0,0,33416.0,1,{'X1': -1.5},0.0,33416.0,1,-1.5
157,80861,C1,Owned,75,2,X1,13.0,1,16,20326.0,0,19,1,77516.0,3,"{'X1': -1.5, 'X5': -1.5, 'X2': -1.5}",0.0,77516.0,3,-4.5
158,72430,C20,Rented,75,2,X3,1.0,3,22,12044.0,1,0,0,24951.0,2,"{'X3': 1.5, 'X5': -1.5}",12044.0,12907.0,2,0.0
159,79855,C15,Rented,75,2,X1,5.0,1,22,47092.0,0,0,0,47092.0,1,{'X1': -1.5},0.0,47092.0,1,-1.5
160,87683,C13,Owned,75,2,X2,14+,3,21,42384.0,0,12,1,57268.0,2,"{'X2': -1.5, 'X5': 1.5}",14884.0,42384.0,2,0.0
161,76488,C34,Owned,75,2,X1,14+,4,21,11593.0,0,52,1,27724.0,2,{'X1': -0.5},16131.0,11593.0,1,-0.5
162,76479,C17,Owned,75,2,X2,14+,2,17,15887.0,0,7,1,48498.0,2,"{'X2': -1.5, 'X3': -1.5}",0.0,48498.0,2,-3.0
163,77612,C7,Owned,75,2,X1,14+,2,17,19628.0,0,13,1,47046.0,2,{'X1': -0.5},27418.0,19628.0,1,-0.5
164,73429,C1,Owned,75,2,X2,13.0,3,22,38397.0,0,52,1,124169.0,3,"{'X2': -1.5, 'X1': -1.5, 'X3': 1.5}",39496.0,84673.0,3,-1.5
165,79973,C4,Rented,75,2,X3,4.0,3,18,16105.0,0,36,1,57384.0,3,"{'X3': -1.5, 'X6': 1.5, 'X4': -1.5}",19849.0,37535.0,3,-1.5
166,82135,C1,Owned,75,2,X4,14+,4,17,40520.0,0,52,1,71236.0,3,"{'X4': -1.5, 'X1': 1.5, 'X2': 1.5}",30716.0,40520.0,3,1.5
